elo1,elo2
1609.83,1552.222
1658.857,1457.379
1381.937,1526.366
1543.865,1597.98
1419.904,1587.39
1325.644,1613.646
1731.886,1380.512
1479.445,1493.934
1552.382,1516.749
1446.722,1356.262
1559.84,1494.625
1404.267,1373.502
1575.903,1581.707
1589.221,1614.541
1550.147,1554.455
1339.899,1468.067
1358.157,1510.054
1669.514,1580.344
1572.232,1396.283
1451.228,1587.124
1375.446,1601.29
1469.305,1372.397
1477.111,1356.739
1341.961,1570.486
1495.814,1316.574
1401.088,1577.354
1611.011,1504.073
1496.898,1376.681
1525.064,1602.473
1565.959,1461.023
1579.537,1683.899
1622.716,1736.952
1385.674,1446.554
1304.076,1556.28
1705.352,1331.097
1484.802,1582.841
1623.542,1613.971
1491.704,1654.316
1446.086,1362.765
1508.311,1503.995
1405.789,1342.145
1581.349,1482.072
1467.791,1550.494
1580.896,1521.45
1356.901,1593.634
1712.942,1531.888
1606.159,1464.928
1570.531,1707.913
1343.923,1424.066
1503.158,1341.349
1546.208,1609.185
1467.024,1475.03
1526.98,1450.921
1569.572,1410.972
1421.256,1675.258
1631.354,1599.188
1485.326,1289.825
1323.868,1328.536
1567.363,1521.435
1670.99,1596.398
1582.484,1609.122
1397.24,1576.485
1588.531,1491.676
1450.478,1728.216
1355.012,1333.311
1461.965,1538.225
1679.053,1283.475
1416.782,1439.676
1588.335,1512.314
1409.352,1351.207
1550.228,1511.197
1687.162,1566.862
1297.392,1491.576
1583.305,1648.058
1422.411,1549.103
1354.87,1531.069
1699.071,1491.05
1584.855,1597.512
1501.676,1376.272
1487.444,1500.301
1516.016,1601.166
1437.821,1460.245
1614.808,1419.276
1422.816,1420.89
1546.216,1485.784
1360.969,1615.216
1563.405,1469.818
1521.784,1580.615
1541.647,1626.013
1458.836,1406.809
1706.408,1452.014
1480.367,1344.292
1476.105,1535.363
1564.705,1630.139
1567.688,1408.071
1384.869,1446.416
1567.036,1549.494
1567.459,1507.379
1346.047,1421.96
1431.532,1483.712
1581.209,1588.385
1464.541,1593.981
1498.171,1486.441
1338.218,1387.286
1568.169,1478.359
1443.299,1320.611
1396.173,1578.588
1495.323,1417.074
1529.99,1594.305
1447.396,1444.826
1651.362,1579.515
1516.297,1579.586
1575.289,1586.54
1448.692,1613.696
1616.256,1411.639
1419.647,1709.73
1357.916,1510.821
1522.898,1720.02
1461.714,1417.026
1636.39,1620.88
1377.67,1535.646
1560.237,1623.426
1472.628,1409.357
1607.725,1404.468
1554.104,1516.095
1425.998,1597.092
1346.884,1495.12
1401.575,1419.595
1608.2,1609.997
1367.587,1551.409
1347.103,1612.073
1505.337,1462.879
1741.88,1494.526
1651.883,1571.893
1407.857,1379.019
1387.459,1501.038
1520.849,1565.049
1560.212,1336.667
1605.387,1532.344
1400.121,1622.483
1556.875,1347.889
1442.151,1470.883
1651.32,1356.44
1595.714,1505.15
1466.62,1565.704
1486.444,1498.601
1556.147,1634.288
1371.065,1425.405
1350.496,1388.316
1487.298,1667.629
1512.831,1345.778
1624.9,1558.985
1621.233,1501.596
1587.297,1613.566
1657.264,1486.617
1331.175,1337.943
1361.471,1749.789
1517.432,1426.589
1495.221,1632.572
1335.838,1335.364
1523.375,1355.279
1508.326,1349.528
1476.719,1468.63
1537.103,1446.942
1522.771,1601.357
1511.31,1755.981
1403.448,1301.411
1485.031,1589.754
1420.646,1594.832
1599.506,1637.799
1600.682,1367.706
1589.054,1686.297
1355.474,1618.397
1710.46,1438.208
1601.82,1362.121
1657.857,1615.85
1373.723,1629.442
1315.727,1512.279
1482.037,1283.594
1545.836,1498.351
1556.831,1484.132
1617.493,1421.265
1472.964,1463.312
1397.081,1528.569
1350.084,1611.849
1621.454,1606.267
1353.138,1494.567
1433.973,1490.67
1306.031,1504.493
1441.709,1488.721
1521.975,1338.968
1631.941,1484.758
1415.44,1641.909
1636.967,1610.803
1622.965,1671.766
1434.981,1361.256
1601.942,1623.319
1276.909,1341.93
1590.754,1536.47
1714.695,1559.429
1475.633,1663.094
1322.47,1453.775
1600.907,1596.765
1697.965,1434.358
1412.601,1524.111
1342.462,1603.113
1289.466,1641.066
1496.071,1562.167
1456.28,1583.474
1477.096,1646.864
1601.069,1370.609
1296.37,1690.65
1328.22,1512.042
1521.058,1532.724
1361.639,1479.852
1458.665,1697.568
1342.193,1512.878
1489.426,1531.61
1658.21,1526.628
1332.107,1289.452
1474.114,1581.026
1559.901,1647.632
1547.102,1656.223
1680.061,1282.9
1616.646,1540.904
1467.737,1389.611
1434.051,1350.835
1613.468,1610.039
1462.144,1631.918
1342.573,1512.789
1704.473,1353.579
1520.244,1537.692
1525.632,1447.962
1549.738,1498.917
1657.795,1326.066
1665.633,1672.049
1500.793,1451.402
1592.873,1451.76
1267.98,1405.945
1336.924,1279.906
1630.633,1592.997
1529.005,1683.056
1570.301,1511.229
1429.671,1352.034
1373.863,1653.33
1706.019,1436.797
1536.797,1353.924
1660.801,1533.855
1262.906,1449.007
1481.499,1323.894
1578.037,1438.739
1524.081,1244.254
1481.908,1659.967
1634.025,1566.748
1645.055,1440.966
1605.895,1676.881
1471.526,1245.84
1348.038,1541.621
1709.086,1236.952
1375.937,1531.383
1457.355,1669.707
1466.073,1349.1
1606.029,1529.173
1664.487,1524.948
1477.388,1545.249
1477.537,1368.169
1433.73,1405.767
1590.12,1594.743
1659.023,1692.655
1552.357,1608.483
1619.694,1632.507
1572.921,1450.723
1436.758,1461.447
1579.209,1551.443
1511.923,1470.468
1280.607,1338.216
1482.058,1587.661
1623.28,1561.19
1610.227,1611.943
1719.171,1375.239
1573.178,1507.369
1234.469,1352.34
1333.115,1554.98
1388.774,1711.568
1633.715,1595.393
1723.625,1374.792
1608.467,1625.455
1370.784,1212.018
1533.588,1522.511
1597.063,1461.253
1496.947,1716.155
1384.187,1416.398
1514.54,1481.807
1553.138,1303.998
1485.443,1626.746
1501.134,1527.409
1373.555,1314.826
1589.077,1588.455
1419.734,1489.793
1368.651,1513.449
1576.853,1592.316
1414.907,1511.087
1397.003,1541.578
1514.063,1465.791
1524.487,1404.406
1567.548,1544.095
1476.41,1570.012
1488.914,1586.997
1305.468,1465.983
1426.936,1543.961
1621.304,1481.46
1629.09,1692.69
1417.414,1631.623
1358.293,1445.87
1656.687,1354.038
1549.794,1557.66
1547.213,1518.251
1387.574,1603.532
1388.787,1529.087
1452.243,1445.003
1525.027,1537.596
1665.094,1464.524
1538.42,1391.298
1471.141,1499.209
1565.637,1527.611
1523.807,1582.556
1358.171,1427.941
1420.406,1563.83
1516.398,1440.812
1542.497,1344.388
1509.07,1630.55
1540.208,1437.6
1517.443,1588.952
1431.884,1527.427
1517.416,1519.04
1387.3,1676.48
1486.191,1405.94
1681.069,1511.92
1611.857,1478.997
1479.074,1582.127
1421.304,1463.765
1396.81,1500.085
1370.203,1683.652
1679.195,1422.912
1507.996,1495.32
1558.658,1351.35
1434.762,1384.585
1534.297,1623.601
1467.253,1639.535
1516.682,1528.46
1529.515,1486.766
1509.336,1454.72
1619.629,1502.543
1495.547,1556.504
1402.028,1411.688
1359.64,1569.578
1494.103,1537.256
1608.604,1364.752
1340.43,1518.263
1407.66,1682.483
1479.946,1549.294
1419.623,1507.885
1446.602,1532.143
1490.628,1477.522
1533.787,1538.759
1483.041,1694.216
1660.186,1509.213
1484.111,1631.543
1413.415,1419.657
1355.667,1473.215
1617.69,1390.684
1413.223,1520.401
1562.957,1458.831
1558.144,1466.283
1509.32,1400.301
1521.98,1485.056
1507.134,1550.566
1514.286,1500.735
1595.252,1403.045
1668.664,1559.089
1670.122,1373.637
1538.534,1687.099
1672.984,1369.673
1489.367,1475.694
1511.28,1512.239
1395.285,1394.798
1519.007,1339.514
1495.756,1512.189
1576.559,1565.435
1538.34,1385.291
1453.237,1552.649
1492.266,1396.786
1603.499,1568.551
1390.614,1651.194
1539.326,1623.083
1674.086,1436.286
1487.585,1527.802
1364.084,1358.06
1330.719,1436.396
1409.241,1535.934
1678.573,1432.023
1485.069,1506.247
1544.681,1569.917
1468.054,1378.431
1522.875,1452.656
1514.39,1455.029
1510.032,1594.015
1663.376,1656.163
1642.319,1547.979
1627.368,1435.969
1459.287,1650.888
1442.106,1383.881
1635.315,1512.67
1466.502,1307.827
1600.638,1502.629
1338.264,1487.073
1425.427,1684.223
1548.884,1685.168
1609.101,1359.412
1539.409,1472.902
1494.53,1449.549
1494.946,1568.807
1478.646,1513.96
1495.626,1527.313
1441.497,1547.762
1617.383,1450.764
1414.153,1533.85
1530.602,1432.115
1375.223,1511.963
1488.935,1511.518
1509.803,1351.186
1489.617,1506.799
1614.994,1503.671
1464.549,1516.14
1552.236,1613.651
1353.519,1315.534
1668.679,1423.144
1695.497,1700.203
1593.105,1399.433
1531.964,1437.224
1482.141,1516.108
1670.074,1572.782
1440.541,1628.332
1347.936,1510.779
1470.53,1480.576
1546.908,1672.723
1480.308,1433.781
1487.753,1627.605
1725.626,1337.337
1321.116,1457.295
1490.333,1529.922
1523.652,1419.1
1520.409,1659.467
1509.787,1643.449
1333.51,1338.306
1453.683,1479.636
1597.671,1439.218
1511.889,1298.775
1394.867,1613.693
1646.416,1424.479
1544.709,1446.007
1471.909,1629.163
1468.082,1460.645
1729.453,1489.069
1510.469,1422.457
1560.164,1537.603
1463.134,1570.677
1582.384,1518.334
1444.092,1477.667
1579.387,1537.388
1417.081,1367.463
1446.95,1487.679
1507.076,1510.932
1462.949,1604.736
1550.178,1456.487
1563.424,1630.945
1476.371,1452.711
1498.065,1481.212
1361.667,1492.684
1540.657,1654.327
1349.92,1556.551
1478.993,1498.04
1615.218,1439.087
1551.003,1434.791
1410.907,1335.39
1490.332,1602.678
1523.722,1434.624
1554.818,1567.578
1564.881,1637.819
1518.961,1462.745
1565.772,1452.467
1527.675,1494.291
1630.103,1508.339
1459.015,1470.938
1616.3,1583.356
1487.297,1551.384
1423.286,1569.216
1437.382,1567.688
1418.106,1580.856
1486.246,1390.415
1539.041,1490.787
1493.815,1537.284
1484.682,1535.06
1505.088,1485.49
1651.316,1337.254
1355.881,1442.656
1633.354,1496.215
1560.49,1476.711
1460.718,1642.42
1506.016,1482.004
1508.574,1571.356
1476.277,1400.015
1406.943,1528.757
1379.417,1573.358
1465.845,1497.244
1462.794,1451.239
1626.298,1487.15
1585.56,1337.819
1562.403,1553.857
1547.723,1588.555
1502.342,1523.811
1542.276,1465.886
1388.781,1510.247
1591.299,1521.839
1459.978,1521.744
1587.717,1492.908
1487.466,1631.041
1495.844,1475.623
1545.743,1454.056
1486.418,1529.215
1482.406,1530.309
1466.181,1550.715
1626.031,1389.957
1333.822,1361.476
1610.231,1528.542
1589.556,1487.512
1534.668,1440.847
1368.456,1545.957
1503.452,1463.854
1563.807,1539.297
1576.05,1530.571
1480.386,1599.842
1384.463,1609.687
1349.304,1507.612
1434.052,1596.683
1594.401,1345.994
1451.825,1524.106
1631.525,1547.67
1508.584,1460.502
1504.131,1538.931
1625.016,1456.12
1549.258,1526.518
1568.547,1345.407
1447.066,1344.279
1455.982,1428.426
1569.007,1610.649
1547.505,1420.522
1596.116,1398.884
1458.032,1584.579
1516.543,1369.134
1425.42,1513.103
1557.362,1610.213
1624.108,1550.095
1518.524,1520.24
1533.574,1569.766
1337.394,1529.174
1558.857,1481.561
1561.051,1541.273
1455.502,1640.629
1424.435,1356.504
1414.178,1455.312
1554.054,1550.149
1553.849,1479.907
1617.427,1459.973
1506.01,1447.17
1397.25,1576.56
1336.033,1539.499
1633.965,1625.601
1566.824,1446.729
1593.871,1584.33
1442.852,1509.468
1366.573,1541.963
1473.594,1639.277
1628.123,1578.159
1519.794,1438.173
1449.277,1414.365
1510.328,1324.604
1526.045,1383.57
1620.289,1559.38
1316.153,1513.963
1517.994,1649.402
1485.919,1535.637
1528.823,1628.847
1349.918,1430.81
1596.583,1307.846
1568.467,1429.099
1502.439,1400.042
1519.117,1528.868
1377.68,1463.601
1550.821,1357.431
1516.289,1522.269
1551.105,1423.498
1485.014,1593.452
1531.935,1582.743
1609.944,1612.83
1557.453,1609.734
1536.574,1561.13
1381.987,1355.356
1413.473,1561.813
1512.427,1589.816
1346.439,1301.99
1398.741,1545.565
1390.054,1583.923
1571.132,1601.732
1502.419,1536.417
1413.643,1507.334
1506.815,1577.371
1621.096,1485.925
1621.041,1602.439
1502.141,1607.863
1636.119,1494.763
1556.716,1407.364
1386.114,1563.973
1383.329,1327.401
1410.004,1520.935
1553.168,1373.55
1473.884,1544.073
1589.172,1560.978
1619.696,1545.527
1543.078,1513.612
1518.461,1363.792
1321.028,1641.559
1563.251,1554.627
1588.561,1581.921
1368.44,1585.793
1361.266,1605.475
1397.507,1312.443
1650.144,1349.464
1581.647,1642.042
1523.61,1504.208
1544.675,1557.697
1422.511,1610.421
1641.613,1517.35
1488.841,1460.26
1539.34,1532.085
1394.853,1426.024
1560.062,1569.228
1504.916,1484.746
1409.052,1633.331
1608.313,1399.601
1588.372,1356.366
1345.822,1344.187
1408.719,1500.218
1448.883,1556.207
1620.919,1630.263
1546.165,1520.985
1528.699,1513.628
1468.677,1541.839
1557.797,1540.917
1300.897,1615.376
1597.868,1412.157
1485.978,1655.421
1486.478,1548.931
1482.687,1568.159
1582.724,1475.797
1614.13,1368.111
1321.898,1651.776
1390.788,1437.47
1527.27,1396.281
1560.112,1333.55
1555.849,1426.25
1507.038,1534.718
1646.103,1599.406
1572.554,1617.126
1549.782,1352.623
1436.93,1592.115
1583.706,1511.117
1505.15,1563.963
1466.854,1369.793
1564.926,1605.974
1391.289,1568.556
1536.689,1596.965
1409.07,1413.445
1582.097,1383.832
1514.158,1568.654
1461.556,1536.606
1419.189,1464.119
1663.411,1539.719
1329.699,1366.373
1603.881,1615.867
1422.735,1550.145
1560.159,1576.791
1521.325,1430.626
1397.557,1455.784
1438.647,1403.157
1535.223,1629.122
1460.109,1556.001
1568.685,1555.235
1557.885,1416.835
1523.626,1528.083
1463.497,1454.383
1549.138,1528.584
1465.43,1550.439
1503.655,1534.915
1403.561,1402.428
1571.847,1594.718
1565.102,1428.526
1587.343,1506.912
1423.895,1572.292
1415.967,1488.681
1429.199,1529.201
1569.318,1517.61
1544.798,1447.65
1550.357,1383.38
1505.079,1469.961
1417.909,1646.735
1488.213,1572.643
1568.46,1535.985
1387.09,1471.445
1572.068,1470.301
1374.345,1601.75
1500.221,1418.899
1410.786,1434.347
1586.707,1432.797
1489.618,1491.562
1502.83,1472.912
1559.393,1502.128
1589.412,1655.132
1413.376,1564.816
1409.512,1563.39
1547.615,1532.376
1580.253,1602.692
1481.013,1434.768
1557.155,1461.913
1584.779,1584.411
1357.34,1580.509
1358.358,1447.542
1427.225,1409.813
1410.364,1598.166
1530.649,1440.757
1532.145,1501.195
1516.814,1509.307
1457.958,1513.828
1679.053,1592.278
1522.836,1464.367
1617.737,1565.49
1573.452,1469.046
1435.349,1341.867
1535.234,1573.546
1602.784,1401.69
1442.554,1595.738
1545.362,1330.336
1445.521,1544.65
1517.564,1668.548
1548.141,1595.981
1475.564,1608.235
1530.414,1400.295
1426.045,1635.086
1515.776,1446.735
1490.887,1441.372
1440.188,1558.504
1393.556,1472.263
1604.104,1517.908
1627.024,1460.584
1577.708,1456.775
1326.128,1680.28
1583.348,1564.227
1459.15,1503.761
1551.498,1451.089
1505.832,1461.972
1585.618,1522.323
1470.288,1426.948
1457.026,1324.201
1544.554,1610.918
1418.958,1400.806
1558.48,1443.57
1590.249,1545.977
1335.739,1564.783
1414.004,1317.996
1451.744,1594.089
1596.992,1524.234
1497.359,1437.803
1579.734,1483.231
1511.167,1601.597
1688.412,1465.013
1545.029,1495.784
1513.853,1445.488
1538.699,1576.983
1575.267,1505.967
1549.211,1552.986
1556.139,1435.868
1566.47,1566.65
1306.385,1438.924
1614.3,1587.043
1429.195,1321.984
1580.088,1456.849
1568.239,1380.84
1426.783,1696.576
1475.921,1523.473
1474.163,1425.616
1498.464,1436.055
1609.777,1578.538
1456.975,1626.545
1373.768,1591.388
1593.143,1486.826
1436.154,1568.472
1412.953,1506.967
1427.552,1608.201
1489.846,1557.433
1561.77,1533.726
1479.504,1415.423
1500.79,1572.796
1419.211,1586.156
1546.964,1315.025
1498.603,1288.333
1707.936,1575.311
1442.925,1333.823
1574.706,1537.806
1310.678,1444.673
1439.277,1609.94
1446.882,1532.425
1525.943,1640.596
1469.524,1562.193
1425.403,1509.474
1588.871,1453.114
1470.029,1559.953
1480.643,1603.13
1721.053,1390.449
1402.238,1569.553
1551.31,1541.161
1384.518,1576.825
1587.902,1383.768
1532.801,1339.109
1622.666,1429.952
1325.814,1530.062
1516.094,1404.814
1562.056,1450.934
1454.892,1596.419
1604.482,1461.107
1554.064,1588.022
1442.081,1458.627
1726.984,1416.242
1559.671,1520.68
1487.92,1619.264
1317.739,1560.29
1327.306,1613.056
1435.266,1396.796
1567.392,1544.604
1631.94,1450.255
1451.058,1581.796
1530.333,1446.942
1439.562,1578.86
1538.138,1453.766
1590.954,1577.723
1390.576,1370.389
1501.491,1483.919
1475.244,1574.874
1692.169,1615.334
1425.888,1511.197
1348.124,1705.978
1588.991,1523.686
1301.42,1595.28
1351.371,1573.397
1484.11,1492.238
1437.94,1412.84
1573.315,1538.921
1473.675,1539.336
1601.524,1576.609
1511.735,1643.605
1499.666,1534.313
1406.174,1459.538
1438.591,1588.309
1579.376,1541.521
1521.768,1383.247
1568.319,1447.524
1626.589,1574.355
1466.74,1498.742
1519.834,1544.359
1477.605,1493.177
1590.468,1340.842
1430.962,1476.743
1528.751,1397.938
1603.778,1295.261
1557.236,1398.972
1539.147,1419.818
1601.439,1713.26
1393.001,1597.482
1603.462,1290.984
1332.74,1547.648
1481.424,1434.017
1534.499,1562.69
1527.467,1598.571
1423.592,1393.519
1536.725,1503.565
1531.465,1411.317
1589.684,1402.867
1504.837,1467.218
1481.343,1533.688
1725.016,1560.65
1560.248,1608.055
1391.888,1551.164
1499.986,1551.499
1527.436,1547.323
1328.889,1446.749
1286.147,1469.5
1445.093,1618.649
1479.967,1497.689
1447.161,1600.663
1582.864,1560.323
1608.3,1515.044
1585.438,1371.834
1734.501,1445.941
1370.361,1524.894
1578.715,1569.753
1376.099,1497.335
1544.015,1524.576
1461.252,1477.958
1536.969,1412.497
1540.898,1536.467
1348.905,1477.726
1477.66,1404.21
1491.526,1600.272
1510.848,1555.945
1458.698,1477.589
1569.223,1543.441
1501.385,1570.469
1559.699,1410.495
1574.216,1698.142
1365.775,1584.091
1435.135,1412.356
1520.974,1485.629
1503.794,1442.67
1460.855,1545.267
1493.617,1564.796
1542.993,1568.599
1404.2,1559.559
1528.573,1396.242
1517.806,1461.078
1453.581,1519.547
1703.758,1573.952
1446.734,1570.825
1552.307,1523.801
1525.151,1572.634
1562.036,1458.379
1541.425,1444.086
1557.208,1437.539
1481.452,1518.899
1595.856,1510.303
1538.958,1414.512
1601.004,1526.054
1535.59,1533.425
1715.674,1397.307
1421.703,1450.185
1445.459,1488.086
1562.036,1348.862
1422.334,1532.36
1400.196,1566.831
1559.489,1563.775
1437.976,1451.858
1548.494,1504.249
1481.262,1470.543
1559.574,1433.912
1440.236,1395.204
1617.788,1344.067
1558.282,1538.212
1539.716,1463.002
1510.733,1509.269
1430.972,1580.179
1394.021,1553.274
1565.068,1578.095
1518.399,1468.124
1338.22,1456.673
1473.276,1572.052
1566.443,1544.496
1547.711,1439.473
1536.812,1421.71
1395.967,1466.655
1472.29,1451.101
1500.705,1718.96
1558.196,1480.69
1377.165,1357.233
1403.181,1726.547
1535.893,1548.471
1547.905,1495.128
1554.123,1455.149
1544.115,1490.982
1431.432,1428.263
1555.567,1492.546
1437.66,1450.629
1493.118,1562.468
1589.861,1623.635
1529.442,1503.373
1555.753,1370.075
1587.595,1386.949
1491.205,1507.393
1472.746,1568.288
1520.225,1395.27
1641.425,1398.324
1479.825,1569.742
1734.458,1535.64
1458.992,1336.075
1528.279,1555.55
1572.072,1545.134
1479.546,1527.307
1396.56,1564.139
1381.203,1560.006
1362.359,1531.286
1429.297,1487.681
1463.259,1562.887
1447.797,1432.708
1362.941,1592.001
1532.411,1439.531
1643.189,1585.92
1744.226,1446.847
1551.418,1382.543
1525.871,1534.292
1517.099,1488.023
1444.217,1607.065
1483.919,1570.338
1455.782,1746.856
1541.941,1593.237
1505.958,1519.599
1589.882,1380.223
1461.196,1535.339
1414.362,1357.663
1535.982,1347.878
1554.206,1424.11
1507.626,1473.663
1406.843,1580.475
1436.263,1658.771
1633.193,1370.986
1600.701,1412.545
1340.235,1753.1
1471.035,1479.662
1552.429,1468.966
1512.323,1516.873
1519.377,1674.29
1336.467,1420.744
1523.791,1386.617
1431.79,1599.12
1582.749,1449.537
1547.393,1583.222
1363.022,1493.499
1405.952,1571.88
1641.157,1323.486
1481.33,1565.771
1418.089,1506.18
1496.21,1607.293
1433.725,1413.322
1542,1532.986
1496.281,1334.186
1697.386,1442.467
1479.395,1508.229
1759.148,1371.939
1558.734,1538.469
1617.588,1538.787
1358.52,1578.532
1435.192,1484.422
1352.067,1318.896
1515.621,1443.854
1394.39,1596.945
1504.454,1368.258
1510.892,1463.839
1523.786,1619.081
1518.672,1401.198
1403.193,1531.48
1559.431,1564.094
1576.635,1704.661
1762.83,1471.948
1529.879,1645.748
1373.189,1483.544
1629.493,1612.387
1581.969,1460.206
1377.428,1524.466
1395.119,1525.306
1459.407,1542.726
1491.731,1380.159
1560.899,1514.955
1297.774,1580.799
1554.514,1475.931
1483,1546.133
1357.756,1394.563
1541.933,1613.907
1710.311,1668.909
1376.906,1389.181
1499.886,1721.103
1496.315,1496.776
1467.552,1644.889
1594.66,1446.383
1544.999,1505.645
1581.821,1596.992
1658.117,1579.539
1530.559,1283.913
1532.356,1356.895
1574.019,1591.096
1451.079,1555.75
1276.192,1579.873
1670.674,1665.943
1343.146,1347.612
1414.78,1418.475
1436.118,1506.937
1432.975,1585.242
1604.926,1546.105
1593.446,1520.505
1527.468,1538.28
1364.952,1446.497
1573.854,1492.399
1585.367,1472.586
1375.413,1566.983
1523.175,1728.59
1455.632,1470.477
1467.268,1589.977
1529.209,1590.162
1390.646,1650.761
1336.448,1506.756
1685.856,1605.629
1547.74,1413.187
1476.091,1587.208
1482.492,1563.823
1344.182,1266.088
1602.321,1442.61
1554.692,1354.31
1508.323,1460.563
1745.009,1511.056
1384.395,1612.899
1559.389,1576.937
1364.712,1432.032
1511.292,1342.905
1448.864,1431.301
1592.025,1492.137
1512.897,1717.792
1245.565,1657.011
1606.474,1469.378
1520.021,1494.807
1401.538,1364.705
1552.007,1566.098
1565.108,1699.459
1538.273,1478.492
1633.684,1563.448
1524.324,1504.897
1391.749,1436.228
1478.92,1526.311
1444.523,1557.521
1489.69,1330.13
1568.478,1431.601
1481.595,1420.77
1519.452,1529.56
1421.338,1426.157
1528.78,1476.043
1531.565,1570.961
1580.573,1483.659
1634.812,1652.242
1420.754,1493.091
1643.225,1541.221
1493.67,1563.013
1463.51,1420.12
1579.325,1530.858
1553.906,1449.45
1370.369,1364.331
1644.102,1447.333
1539.513,1511.561
1581.925,1455.032
1518.154,1432.518
1642.952,1463.603
1414.978,1536.129
1463.647,1600.723
1541.805,1607.941
1402.136,1462.348
1455.185,1535.295
1501.736,1529.669
1478.822,1566.54
1404.808,1409.302
1452.819,1413.991
1499.853,1653.735
1559.7,1483.494
1421.002,1658.365
1549.338,1436.816
1526.081,1332.564
1609.185,1501.661
1594.334,1550.483
1483.839,1424.605
1432.764,1563.215
1455.527,1627.007
1518.839,1434.046
1422.939,1496.146
1534.568,1512.566
1549.216,1413.656
1323.636,1610.25
1576.392,1517.917
1594.026,1408.958
1565.875,1535.008
1635.672,1466.802
1400.453,1665.319
1555.721,1414.048
1452.562,1351.618
1452.44,1596.952
1674.484,1564.021
1455.882,1598.796
1518.545,1391.288
1421.832,1549.664
1456.013,1407.566
1497.356,1531.053
1405.747,1555.306
1543.538,1646.461
1497.47,1400.541
1640.946,1582.001
1550.311,1660.732
1441.588,1515.19
1404.187,1443.677
1533.934,1474.366
1400.414,1478.554
1382.821,1518.882
1337.625,1517.375
1576.124,1466.554
1565.492,1416.299
1375.899,1562.215
1582.268,1554.043
1555.198,1688.195
1647.165,1360.051
1491.814,1422.684
1596.227,1532.901
1463.165,1453.997
1464.373,1454.215
1458.731,1606.107
1552.417,1620.074
1534.094,1527.793
1624.508,1429.318
1683.228,1389.133
1541.651,1588.462
1387.154,1527.815
1428.858,1462.533
1530.205,1618.12
1352.805,1448.478
1439.131,1382.841
1511.008,1616.359
1322.1,1489.731
1640.685,1385.697
1545.02,1478.031
1526.942,1516.867
1591.294,1543.928
1654.412,1407.404
1446.318,1471.015
1445.072,1469.695
1410.346,1488.714
1521.06,1507.094
1340.816,1545.136
1647.453,1546.027
1603.172,1689.521
1531.806,1614.161
1555.095,1411.626
1378.929,1368.943
1630.336,1399.936
1603.189,1553.356
1470.171,1640.868
1661.88,1332.743
1567.705,1545.19
1390.417,1424.83
1482.964,1408.056
1553.209,1474.23
1330.455,1497.031
1444.596,1625.775
1509.278,1337.099
1470.828,1410.773
1704.482,1639.856
1505.099,1588.211
1390.373,1554.497
1400.301,1462.367
1414.946,1538.812
1565.071,1544.383
1402.183,1664.729
1401.118,1565.603
1431.214,1612.161
1508.041,1329.895
1639.157,1622.007
1479.418,1319.445
1326.919,1527.818
1631.434,1500.647
1712.904,1489.032
1519.458,1585.078
1478.638,1360.599
1494.138,1417.818
1391.496,1490.614
1331.567,1613.922
1625.557,1556.115
1419.685,1654.549
1321.35,1467.296
1568.867,1494.417
1553.339,1547.036
1547.716,1380.651
1482.017,1723.298
1606.615,1376.003
1637.664,1406.042
1516.586,1675.416
1371.626,1555.549
1624.889,1497.462
1372.819,1578.207
1401.689,1602.094
1367.44,1320.6
1514.67,1508.481
1305.883,1694.54
1632.716,1495.874
1482.762,1441.518
1465.602,1642.018
1522.168,1579.578
1343.363,1584.226
1739.713,1479.058
1403.475,1610.992
1507.272,1500.998
1546.302,1602.049
1519.126,1377.989
1666.399,1503.503
1354.163,1594.49
1566.064,1334.024
1310.051,1427.867
1420.778,1596.864
1385.228,1711.498
1520.301,1333.099
1535.681,1575.916
1629.239,1609.465
1606.621,1574.915
1352.26,1721.546
1578.807,1371.106
1456.606,1573.866
1525.8,1589.628
1569.545,1493.948
1604.506,1413.554
1375.18,1526.009
1326.223,1281.312
1572.411,1602.568
1604.087,1675.953
1507.091,1649.076
1322.901,1476.849
1578.968,1482.471
1530.499,1376.242
1587.107,1314.987
1657.376,1609.136
1547.091,1498.79
1436.68,1596.148
1593.792,1347.205
1362.806,1585.226
1268.453,1689.5
1408.924,1543.414
1484.762,1354.097
1478.267,1339.081
1622.593,1548.736
1465.291,1363.327
1726.601,1552.385
1566.692,1590.541
1493.513,1354.161
1541.88,1605.912
1342.728,1595.546
1696.114,1593.871
1352.633,1362.435
1586.507,1564.283
1436.091,1598.269
1516.247,1454.913
1561.687,1591.491
1584.822,1737.106
1475.985,1426.916
1481.599,1345.347
1307.73,1261.84
1675.022,1594.364
1548.156,1478.122
1622.141,1390.66
1538.55,1584.8
1573.954,1522.002
1438.643,1463.14
1331.013,1443.942
1452.623,1569.846
1540.282,1632.177
1567.718,1555.706
1497.304,1420.601
1385.367,1386.803
1562.667,1494.658
1560.8,1685.611
1364.249,1576.017
1464.241,1511.678
1584.277,1430.117
1571.796,1478.902
1359.897,1536.632
1592.352,1453.664
1381.114,1392.777
1547.406,1551.554
1513.933,1592.553
1520.693,1469.896
1658.526,1631.687
1407.921,1422.881
1653.859,1556.382
1415.058,1499.277
1545.467,1572.627
1649.891,1344.173
1611.135,1347.964
1394.666,1477.299
1421.297,1539.324
1514.35,1403.526
1464.387,1436.136
1370.365,1440.7
1451.265,1640.321
1498.619,1399.984
